member_id,permno,symbol,ticker_history,company_name,current_security_name,start_date,end_date,source,cik,gics_sector,gics_sub_industry,headquarters_location,founded,quote_symbol,quote_status,quote_note
permno-10874-19730301,10874,BC,BC,BRUNSWICK CORP; BRUNSWICK BALKE COLLENDER CO,,1973-03-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-39765-19730301,39765,HDL,HDL,HANDLEMAN CO,,1973-03-01,1996-01-02,wrds,,,,,,HDL,auto,
permno-20394-19730301,20394,OM,OM,OUTBOARD MARINE CORP; OUTBOARD MARINE & MFG CO,,1973-03-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-15560-19730301,15560,RSH,"TAN, RSH",RADIOSHACK CORP; AMERICAN HIDE & LEATHER CO; TANDY CORP; GENERAL AMERICAN INDUSTRIES INC,,1973-03-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-42091-19730531,42091,CMI,"CMO, CMI",CONTINENTAL MORTGAGE INVESTORS,,1973-05-31,1975-08-13,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-49680-19730531,49680,DMG,"DHR, DMG",D M G INC; DIVERSIFIED MTG INVS; DIVERSIFIED MTG INVS INC FLA; DANAHER CORP,,1973-05-31,1975-08-13,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-50403-19730531,50403,FIM,"FMIF, GACC, FMTG, FIM",GREAT AMERICAN COMMUNICATIONS CO; FIRST MORTGAGE INVS; F M I FINANCIAL CORP,,1973-05-31,1975-08-13,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-50681-19730531,50681,CGM,CGM,CONNECTICUT GENL MG A RLTY INV,,1973-05-31,1976-06-30,wrds,,,,,,CGM,auto,
permno-51027-19730531,51027,CMR,CMR,CHASE MANHATTAN MTG & RLTY TR,,1973-05-31,1976-06-30,wrds,,,,,,CMR,auto,
permno-51801-19730531,51801,MML,MML,MASSMUTUAL MORTGAGE & RLTY INVS,,1973-05-31,1976-06-30,wrds,,,,,,MML,auto,
permno-56485-19730531,56485,HT,HT,HUGHES TOOL CO,,1973-05-31,1987-04-08,wrds,,,,,,HT,auto,
permno-56266-19730531,56266,AHM,"AHMN, AHM",AHMANSON H F & CO,,1973-05-31,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-22111-19730531,22111,JNJ,JNJ,JOHNSON & JOHNSON,,1973-05-31,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-56864-19730621,56864,GHB,GHB,HEILEMAN G BREWING INC,,1973-06-21,1976-06-30,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-40352-19730802,40352,BHS,"CHH, EMP, BHS",EMPORIUM CAPWELL CO CA; BROADWAY HALE STORES INC NEW; CARTER HAWLEY HALE STORES INC,,1973-08-02,1991-02-12,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-46201-19731115,46201,MAE,MAE,MONROE AUTO EQUIP CO,,1973-11-15,1977-06-29,wrds,,,,,,MAE,auto,
permno-31536-19731115,31536,ECH,ECH,ECHLIN MANUFACTURING CO; ECHLIN INC,,1973-11-15,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-46674-19731115,46674,GPC,GPC,GENUINE PARTS CO,,1973-11-15,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-50534-19740221,50534,BEL,BEL,BELDEN CORP,,1974-02-21,1980-12-17,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-14760-19740411,14760,TG,TG,TEXASGULF INC; TEXAS GULF SULPHUR CO; TEXAS GULF INC,,1974-04-11,1981-10-28,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-38885-19740509,38885,WRC,"WBR, WRC",WARNACO INC; WARNER BROS CO,,1974-05-09,1979-05-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-41486-19740509,41486,RE,RE,REDMAN INDUSTRIES INC,,1974-05-09,1988-10-26,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-38850-19740509,38850,SKH,"SKY, SKH",SKYLINE HOMES INC; SKYLINE CORP; SKYLINE CHAMPION CORP,,1974-05-09,1995-07-28,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-46295-19740509,46295,FLE,FLE,FLEETWOOD ENTERPRISES INC,,1974-05-09,1996-01-02,wrds,,,,,,FLE,auto,
permno-48565-19740620,48565,UHD,"UH, UHD",U S HOME CORP; U S HOME & DEV CORP,,1974-06-20,1991-04-16,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-57779-19740912,57779,NWP,NWP,NORTHWEST PIPELINE CORP; NORTHWEST ENERGY CO,,1974-09-12,1975-12-26,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-48119-19741017,48119,UC,UC,UTAH CONSTRUCTION & MINING CO; UTAH INTERNATIONAL INC,,1974-10-17,1976-10-20,wrds,,,,,,UC,auto,
permno-27713-19741017,27713,ABI,"PKN, PEB, ABI",P E CORP; PERKIN ELMER CORP; APPLIED BIOSYSTEMS INC DEL; APPLERA CORP,,1974-10-17,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-27828-19741017,27828,HWP,"HPQ, HWP",H P INC; HEWLETT PACKARD CO,,1974-10-17,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-56223-19741017,56223,LPX,LPX,LOUISIANA PACIFIC CORP,,1974-10-17,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-38578-19741017,38578,TNB,TNB,THOMAS & BETTS CORP,,1974-10-17,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-57488-19750206,57488,BKI,BKI,BEKER INDUSTRIES CORP,,1975-02-06,1985-10-23,wrds,,,,,,BKI,auto,
permno-58296-19750206,58296,FRM,"FMIS, FRM",FIRST MISSISSIPPI CORP,,1975-02-06,1995-10-20,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-12511-19750206,12511,IGL,"MKG, IMA, IGL",INTERNATIONAL MINERALS & CHEM CO; IMCERA GROUP INC; INTERNATIONAL AGRIC CORP; MALLINCKRODT INC NEW; MALLINCKRODT GROUP INC,,1975-02-06,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-38156-19750206,38156,WMB,WMB,WILLIAMS BROTHERS CO; WILLIAMS COS,,1975-02-06,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-40221-19750306,40221,TKA,TKA,TONKA CORP,,1975-03-06,1991-05-06,wrds,,,,,,TKA,auto,
permno-46877-19750612,46877,BCR,BCR,BARD C R INC,,1975-06-12,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-42235-19750814,42235,AAF,AAF,AMERICAN AIR FILTER INC,,1975-08-14,1978-10-25,wrds,,,,,,AAF,auto,
permno-55386-19750814,55386,EVT,EVT,ENVIROTECH CORP,,1975-08-14,1982-03-10,wrds,,,,,,EVT,auto,
permno-38041-19750814,38041,EQU,"WFI, EQU",WHEELABRATOR FRYE INC; EQUITY CORP,,1975-08-14,1983-02-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-35166-19750814,35166,HSL,"PBD, HSL",PEABODY GALION CORP; HERCULES GALION PRODS INC; PEABODY INTERNATIONAL CORP,,1975-08-14,1985-10-23,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-53786-19750814,53786,BFI,BFI,BROWNING FERRIS INDUSTRIES INC,,1975-08-14,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-38551-19751016,38551,KNS,"WCI, KSR, KNS",WARNER COMMUNICATIONS INC; KINNEY SERVICE CORP; KINNEY SERVICES INC; KINNEY NATIONAL SERVICE INC,,1975-10-16,1989-08-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-43916-19751016,43916,DEC,DEC,DIGITAL EQUIPMENT CORP,,1975-10-16,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-40141-19751211,40141,ECK,ECK,ECKERD DRUGS FLA INC; ECKERD JACK CORP,,1975-12-11,1986-05-07,wrds,,,,,,ECK,auto,
permno-41662-19751211,41662,RDS,RDS,REVCO D S INC,,1975-12-11,1986-12-17,wrds,,,,,,RDS,auto,
permno-47941-19751211,47941,GCI,"TGNA, GCI",GANNETT CO INC; TEGNA INC,,1975-12-11,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-48960-19751211,48960,KNI,"KRI, KRN, KNI",KNIGHT RIDDER NEWSPAPERS INC; KNIGHT NEWSPAPERS INC; KNIGHT RIDDER INC,,1975-12-11,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-46922-19751211,46922,RAD,RAD,RITE AID CORP,,1975-12-11,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-58659-19751229,58659,NWP,NWP,NORTHWEST ENERGY CO,,1975-12-29,1976-06-30,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-44273-19760115,44273,BBL,BBL,BLUE BELL INC,,1976-01-15,1984-11-21,wrds,,,,,,BBL,auto,
permno-40053-19760115,40053,LKS,LKS,LUCKY STORES INC,,1976-01-15,1988-06-08,wrds,,,,,,LKS,auto,
permno-21485-19760115,21485,NWA,NWA,N W A INC; NORTHWEST AIRLINES INC,,1976-01-15,1989-07-26,wrds,,,,,,NWA,auto,
permno-20220-19760115,20220,BDK,BDK,BLACK & DECKER CORP; BLACK & DECKER MFG CO,,1976-01-15,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-56012-19760304,56012,PIZ,PIZ,PIZZA HUT INC DE,,1976-03-04,1977-11-16,wrds,,,,,,PIZ,auto,
permno-40272-19760304,40272,IFF,IFF,INTERNATIONAL FLAVORS & FRAG INC,,1976-03-04,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-43502-19760318,43502,CHI,CHI,CROUSE HINDS CO,,1976-03-18,1981-05-13,wrds,,,,,,CHI,auto,
permno-41478-19760506,41478,HOB,HOB,HOBART MFG CO; HOBART CORP,,1976-05-06,1981-04-01,wrds,,,,,,HOB,auto,
permno-56098-19760701,56098,IN,IN,INLAND CONTAINER CORP,,1976-07-01,1978-11-22,wrds,,,,,,IN,auto,
permno-80411-19760701,80411,FLIF,"FDSH, FLIF",FDS HOLDING CO; FRANKLIN LIFE INSURANCE CO,,1976-07-01,1979-02-28,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59221-19760701,59221,CGN,"CGEN, CGN",CONNECTICUT GENERAL INS CORP; CONNECTICUT GENERAL CORP,,1976-07-01,1982-04-07,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-33056-19760701,33056,IND,"INA, IND",I N A CORP; INSURANCE CO NORTH AMER,,1976-07-01,1982-04-07,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-26497-19760701,26497,MLN,MLN,MCLEAN TRUCKING CO,,1976-07-01,1982-09-08,wrds,,,,,,MLN,auto,
permno-54615-19760701,54615,NLT,NLT,N L T CORP,,1976-07-01,1982-11-10,wrds,,,,,,NLT,auto,
permno-57250-19760701,57250,CBK,"CIL, CBK",CONTINENTAL ILL CORP; CONTINENTAL BANK CORP,,1976-07-01,1984-10-03,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59416-19760701,59416,PABT,PABT,PABST BREWING CO,,1976-07-01,1985-05-15,wrds,,,,,,PABT,auto,
permno-53903-19760701,53903,FPA,FPA,FIRST PENNSYLVANIA CORP,,1976-07-01,1987-04-22,wrds,,,,,,FPA,auto,
permno-56805-19760701,56805,IFC,"FIB, FIBN, IFC",INTERFIRST CORP; FIRST INTL BANCSHARES INC,,1976-07-01,1987-04-22,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-31659-19760701,31659,EAF,"EMY, EAF",EMERY AIR FGHT CORP,,1976-07-01,1989-04-05,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-48223-19760701,48223,MHC,MHC,MANUFACTURERS HANOVER CORP,,1976-07-01,1991-12-31,wrds,,,,,,MHC,auto,
permno-47300-19760701,47300,TIC,TIC,TRAVELERS CORP,,1976-07-01,1993-12-30,wrds,,,,,,TIC,auto,
permno-47626-19760701,47626,CNA,"CAF, CNA",C N A FINANCIAL CORP,,1976-07-01,1994-03-01,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-24192-19760701,24192,PIN,PIN,PUBLIC SVC CO IND INC; P S I RESOURCES INC; P S I HOLDINGS INC,,1976-07-01,1994-10-24,wrds,,,,,,PIN,auto,
permno-46658-19760701,46658,CIC,CIC,CONTINENTAL CORP,,1976-07-01,1995-05-09,wrds,,,,,,CIC,auto,
permno-53858-19760701,53858,FNB,FNB,FIRST CHICAGO CORP,,1976-07-01,1995-11-30,wrds,,,,,,FNB,auto,
permno-46850-19760701,46850,AET,AET,AETNA INC; AETNA LIFE & CASUALTY CO,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-48397-19760701,48397,AGC,AGC,AMERICAN GENERAL CORP; AMERICAN GENERAL INS CO,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-59176-19760701,59176,AXP,"AEXP, AXP",AMERICAN EXPRESS CO,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59408-19760701,59408,BAC,"NCB, NCNB, NB, BAC",BANK OF AMERICA CORP; NATIONSBANK CORP; N C N B CORP; BANKAMERICA CORP NEW,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-58827-19760701,58827,BAC,"BAMR, BAM, BAC",BANKAMERICA CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-51772-19760701,51772,BKB,"FB, BKB",BANKBOSTON CORP; BANK OF BOSTON CORP; FIRST NATIONAL BOSTON CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-48354-19760701,48354,BT,BT,BANKERS TRUST NY CORP; BANKERS TRUST CORP,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-59184-19760701,59184,BUD,"ABUD, BUD",ANHEUSER BUSCH INC; ANHEUSER BUSCH COS INC,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-47079-19760701,47079,CCI,"FNC, CCI",CITICORP; FIRST NATIONAL CITY CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-47896-19760701,47896,CHL,"CMB, JPM, CHL",CHASE MANHATTAN CORP NEW; JPMORGAN CHASE & CO; J P MORGAN CHASE & CO; CHEMICAL BANKING CORP; CHEMICAL NEW YORK CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59192-19760701,59192,CHUB,"CB, CHUB",CHUBB CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-41718-19760701,41718,CMB,CMB,CHASE MANHATTAN CORP; CHASE MANHATTAN BANK NY,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-41929-19760701,41929,CNF,"CNW, CNF",CONSOLIDATED FREIGHTWAYS INC; C N F INC; CNF TRANSPORTATION INC; CON WAY INC,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-53081-19760701,53081,CPH,"PVN, CPH",CAPITAL HOLDING CORP; PROVIDIAN CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-26403-19760701,26403,DIS,DIS,DISNEY WALT CO; DISNEY WALT PRODUCTIONS,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-27959-19760701,27959,DUK,DUK,DUKE ENERGY CORP NEW; DUKE POWER CO; DUKE ENERGY CORP,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-50956-19760701,50956,FG,FG,U S F & G CORP; UNITED STATES FID & GTY CO,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-48485-19760701,48485,JP,JP,JEFFERSON PILOT CORP,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-48071-19760701,48071,JPM,JPM,MORGAN J P & CO INC,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-49015-19760701,49015,LNC,LNC,LINCOLN NATIONAL CORP,,1976-07-01,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-59379-19760701,59379,MNBT,"MEL, MNBT",MELLON BANK CORP; MELLON NATIONAL CORP; MELLON FINANCIAL CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-24205-19760701,24205,NEE,"FPL, NEE",FLORIDA POWER & LIGHT CO; NEXTERA ENERGY INC; F P L GROUP INC,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-38703-19760701,38703,NOB,"WFC, NOB",WELLS FARGO & CO NEW; NORTHWEST BANCORPORATION; NORWEST CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59432-19760701,59432,ROAD,"CBB, ROAD",ROADWAY SERVICES INC; CALIBER SYSTEM INC; ROADWAY EXPRESS INC,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59440-19760701,59440,SAFC,"SAF, SAFC",SAFECO CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59459-19760701,59459,STPL,"TRV, SPC, SPK, STA, STPL",TRAVELERS COMPANIES INC; ST PAUL TRAVELERS COS INC; ST PAUL COS INC,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59248-19760701,59248,TAP,"ACCOB, RKY, TAP",COORS ADOLPH CO; MOLSON COORS BREWING CO; MOLSON COORS BEVERAGE CO,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-26550-19760701,26550,WBC,"I, WBC",WESTERN BANCORPORATION; FIRSTAMERICA CORP; FIRST INTERSTATE BANCORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59483-19760701,59483,YELL,"YRCW, YELL",YELLOW FREIGHT SYSTEM INC DE; YELLOW FREIGHT SYSTEMS INC; YELLOW CORP NEW; Y R C WORLDWIDE INC; YELLOW ROADWAY CORP; YELLOW CORP,,1976-07-01,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-26286-19760923,26286,IDL,IDL,IDEAL BASIC INDUSTRIES INC; IDEAL CEMENT CO,,1976-09-23,1989-08-02,wrds,,,,,,IDL,auto,
permno-59467-19761021,59467,WCX,"WLB, WMOR, WCX",WESTMORELAND COAL CO,,1976-10-21,1993-06-30,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-28169-19761209,28169,FCI,FCI,FAIRCHILD CAMERA & INSTR CORP,,1976-12-09,1979-07-25,wrds,,,,,,FCI,auto,
permno-59328-19761209,59328,INTC,INTC,INTEL CORP,,1976-12-09,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-51377-19761209,51377,NSM,NSM,NATIONAL SEMICONDUCTOR CORP,,1976-12-09,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-49154-19761209,49154,TGT,"DH, TGT",DAYTON HUDSON CORP; TARGET CORP,,1976-12-09,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-42657-19770120,42657,CYM,CYM,CYPRUS MINES CORP,,1977-01-20,1979-10-10,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-25697-19770303,25697,BEC,BEC,BECKMAN INSTRUMENTS INC,,1977-03-03,1982-03-10,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-53831-19770331,53831,CTX,CTX,CENTEX CORP,,1977-03-31,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-30365-19770519,30365,CMK,CMK,CARNATION CO,,1977-05-19,1985-01-30,wrds,,,,,,CMK,auto,
permno-16360-19770519,16360,PSY,PSY,PILLSBURY CO; PILLSBURY FLOUR MILLS CO; PILLSBURY FLOUR MILLS INC; PILLSBURY COMPANY; PILLSBURY MILLS INC,,1977-05-19,1989-01-04,wrds,,,,,,PSY,auto,
permno-10153-19770630,10153,AH,AH,ALLIS CHALMERS MFG CO; ALLIS CHALMERS CORP,,1977-06-30,1987-07-08,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-13311-19771103,13311,NAB,"BI, NAB",NABISCO INC; NATIONAL BISCUIT CO,,1977-11-03,1981-07-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-59205-19771117,59205,CHU,"CHUR, CHU",CHURCHS FRIED CHICKEN INC,,1977-11-17,1989-03-01,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-10479-19780302,10479,ASR,ASR,AMERICAN SUGAR CO; AMSTAR CORP; AMERICAN SUGAR REFNG CO,,1978-03-02,1984-02-15,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-55685-19780413,55685,HOI,HOI,HOUSTON OIL & MINERALS CORP,,1978-04-13,1981-05-13,wrds,,,,,,HOI,auto,
permno-45065-19780413,45065,MSA,MSA,MESA PETROLEUM CO,,1978-04-13,1985-12-11,wrds,,,,,,MSA,auto,
permno-58990-19780504,58990,DOWJ,"DJ, DOWJ",DOW JONES & CO INC,,1978-05-04,1996-01-02,wrds,,,,,,,ticker_history_requires_override,WRDS reports multiple symbols during the spell; a point-in-time quote symbol is not inferred automatically.
permno-41427-19780511,41427,WPM,WPM,WEST POINT PEPPERELL INC,,1978-05-11,1989-04-05,wrds,,,,,,WPM,auto,
permno-43772-19780720,43772,BMS,BMS,BEMIS CO INC,,1978-07-20,1996-01-02,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
permno-24627-19780824,24627,MIS,MIS,MISSISSIPPI RIVER FUEL CORP; MISSISSIPPI RIVER CORP; MISSOURI PACIFIC CORP,,1978-08-24,1982-12-29,wrds,,,,,,,reused_symbol_requires_override,"The symbol is used by multiple membership spells, so ticker-only quote APIs are ambiguous."
